"title_english","type","source","year","rating","score","members","favorites","studios","genres"
"Komada: A Whisky Family","Movie","Original",2023,"PG-13 - Teens 13 or older",6.84,9553,17,"P.A. Works","Gourmet"
"The Imaginary","Movie","Novel",2023,"PG-13 - Teens 13 or older",7.19,9544,13,"Studio Ponoc","Fantasy"
"Power of Hope ~Precure Full Bloom~","TV","Original",2023,"PG-13 - Teens 13 or older",6.59,9068,31,"Toei Animation, Studio Deen","Action"
"Kitarou Tanjou: Gegege no Nazo","Movie","Manga",2023,"R - 17+ (violence & profanity)",7.68,7934,22,"Toei Animation","Comedy, Supernatural"
"Dog Signal","TV","Manga",2023,"PG-13 - Teens 13 or older",7.09,7818,36,"Fugaku","Slice of Life"
"Kawagoe Boys Sing -Now or Never-","TV","Original",2023,"PG-13 - Teens 13 or older",5.67,7305,18,"evg","Slice of Life"
"Rail Romanesque 2","TV","Visual novel",2023,"PG-13 - Teens 13 or older",5.6,7258,9,"Yokohama Animation Laboratory, Cloud Hearts","Slice of Life"
"Totto-chan, the Little Girl at the Window","Movie","Book",2023,"PG-13 - Teens 13 or older",7.84,3828,10,"Shin-Ei Animation","Drama"
"Bikkurimen","TV","Other",2023,"PG-13 - Teens 13 or older",5.46,3322,5,"Lesprit","Comedy, Fantasy"
"Hi no Tori: Eden no Hana","Movie","Manga",2023,"R+ - Mild Nudity",6.52,3198,8,"Studio 4°C","Drama, Romance, Sci-Fi, Supernatural, Suspense"
"Gintama on Theater 2D: Baragaki-hen","Movie","Manga",2023,"PG-13 - Teens 13 or older",7.03,2929,6,"Bandai Namco Pictures","Action, Comedy, Sci-Fi"
"Koukaku Kidoutai: SAC_2045 - Saigo no Ningen","Movie","Manga",2023,"R - 17+ (violence & profanity)",6.31,2345,5,"Production I.G, Sola Digital Arts","Action, Mystery, Sci-Fi"
"Ochibi-san","TV","Manga",2023,"G - All Ages",6.36,1104,2,"Khara","Slice of Life"
"Solo Leveling","TV","Web manga",2024,"R - 17+ (violence & profanity)",8.28,891593,16769,"A-1 Pictures","Action, Adventure, Fantasy"
"Delicious in Dungeon","TV","Manga",2024,"R - 17+ (violence & profanity)",8.6,455083,9039,"Trigger","Adventure, Comedy, Fantasy, Gourmet"
"Classroom of the Elite III","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.96,451157,4281,"Lerche","Drama, Suspense"
"Mashle: Magic and Muscles The Divine Visionary Candidate Exam Arc","TV","Manga",2024,"PG-13 - Teens 13 or older",7.8,426544,1968,"A-1 Pictures","Action, Comedy, Fantasy"
"Tsukimichi -Moonlit Fantasy- Season 2","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.84,285369,2229,"J.C.Staff","Action, Adventure, Comedy, Fantasy"
"A Sign of Affection","TV","Manga",2024,"PG-13 - Teens 13 or older",8.21,283654,3708,"Ajia-do","Romance"
"The Wrong Way to Use Healing Magic","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.53,265097,1219,"Shin-Ei Animation, Studio Add","Action, Adventure, Fantasy"
"The Dangers in My Heart Season 2","TV","Manga",2024,"PG-13 - Teens 13 or older",8.76,249508,5412,"Shin-Ei Animation","Comedy, Romance"
"Chained Soldier","TV","Manga",2024,"R+ - Mild Nudity",6.85,221894,1675,"Seven Arcs","Action, Fantasy, Ecchi"
"7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.51,190431,1462,"Studio Kai, HORNETS","Romance"
"Hokkaido Gals Are Super Adorable!","TV","Manga",2024,"PG-13 - Teens 13 or older",7.04,188081,986,"SILVER LINK., Blade","Comedy, Romance"
"The Unwanted Undead Adventurer","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.43,181369,770,"Connect","Action, Adventure, Fantasy"
"Ninja Kamui","TV","Original",2024,"R - 17+ (violence & profanity)",6.65,179722,1084,"E&H Production","Action, Sci-Fi"
"Haikyu!! Movie: The Dumpster Battle","Movie","Manga",2024,"PG-13 - Teens 13 or older",8.62,176048,1487,"Production I.G","Sports"
"Gushing over Magical Girls","TV","Web manga",2024,"R+ - Mild Nudity",7.63,175688,1958,"Asahi Production","Action, Comedy, Girls Love, Ecchi"
"Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.13,175280,826,"Jumondo","Fantasy"
"The Witch and the Beast","TV","Manga",2024,"R - 17+ (violence & profanity)",7.42,163721,982,"Yokohama Animation Laboratory","Action, Fantasy"
"Blue Exorcist: Shimane Illuminati Saga","TV","Manga",2024,"PG-13 - Teens 13 or older",7.06,160986,607,"Studio VOLN","Action, Supernatural"
"My Instant Death Ability is So Overpowered, No One in This Other World Stands a Chance Against Me!","TV","Light novel",2024,"R - 17+ (violence & profanity)",6.37,160188,619,"Okuruto Noboru","Action, Adventure, Comedy, Fantasy"
"Bottom-Tier Character Tomozaki 2nd Stage","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.04,135713,605,"Project No.9","Drama, Romance"
"Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside Season 2","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.76,134150,375,"Studio Flad","Fantasy, Romance"
"The Foolish Angel Dances with the Devil","TV","Manga",2024,"PG-13 - Teens 13 or older",6.92,125481,412,"Children's Playground Entertainment","Comedy, Romance, Supernatural"
"Tales of Wedding Rings","TV","Manga",2024,"R+ - Mild Nudity",6.07,119807,371,"Staple Entertainment","Action, Fantasy, Romance, Ecchi"
"The Weakest Tamer Began a Journey to Pick Up Trash","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.56,117727,603,"Studio Massket","Adventure, Fantasy"
"Ishura","TV","Light novel",2024,"R - 17+ (violence & profanity)",6.68,111842,400,"Passione","Action, Adventure, Fantasy"
"Metallic Rouge","TV","Original",2024,"PG-13 - Teens 13 or older",6.2,107388,378,"Bones","Action, Sci-Fi"
"Sasaki and Peeps","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.84,105524,211,"SILVER LINK.","Adventure, Comedy, Fantasy"
"Doctor Elise: The Royal Lady with the Lamp","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.25,99263,505,"Maho Film","Fantasy, Romance"
"Bucchigiri?!","TV","Original",2024,"PG-13 - Teens 13 or older",6.52,98001,393,"MAPPA","Comedy, Supernatural"
"Mr. Villain's Day Off","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.25,92626,525,"SynergySP, Shin-Ei Animation","Fantasy, Slice of Life"
"The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-","TV","Manga",2024,"PG-13 - Teens 13 or older",6.12,88819,131,"Studio Polon","Action, Adventure, Fantasy"
"Fluffy Paradise","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.78,84003,418,"EMT Squared","Adventure, Fantasy"
"Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!","TV","Manga",2024,"PG-13 - Teens 13 or older",7.63,75162,728,"Satelight","Boys Love, Comedy"
"'Tis Time for ""Torture,"" Princess","TV","Manga",2024,"PG-13 - Teens 13 or older",7.23,70990,208,"PINE JAM","Comedy, Fantasy, Gourmet"
"Sengoku Youko","TV","Manga",2024,"PG-13 - Teens 13 or older",6.99,61841,189,"White Fox","Action, Adventure, Fantasy"
"The Demon Prince of Momochi House","TV","Manga",2024,"PG-13 - Teens 13 or older",6.51,51632,233,"Drive","Romance, Supernatural"
"Urusei Yatsura (2022) 2nd Season","TV","Manga",2024,"PG-13 - Teens 13 or older",7.85,51154,226,"David Production","Comedy, Romance, Sci-Fi"
"Kingdom: Season 5","TV","Manga",2024,"R - 17+ (violence & profanity)",8.72,46335,523,"Pierrot, Studio Signpost","Action"
"High Card Season 2","TV","Mixed media",2024,"R - 17+ (violence & profanity)",7.08,46159,161,"Studio Hibari","Action, Fantasy"
"Isekai Onsen Paradise","TV","Light novel",2024,"R+ - Mild Nudity",5.24,37594,145,"Wolfsbane, BloomZ","Fantasy, Ecchi"
"given The Movie: Hiiragi Mix","Movie","Manga",2024,"PG-13 - Teens 13 or older",8.02,36957,199,"Lerche","Boys Love, Drama"
"Shaman King: Flowers","TV","Manga",2024,"PG-13 - Teens 13 or older",6.57,33860,129,"Bridge","Action, Adventure, Supernatural"
"The Way of Pon","TV","Original",2024,"PG-13 - Teens 13 or older",6.47,33728,138,"OLM","Slice of Life, Supernatural"
"Brave Bang Bravern!","TV","Original",2024,"PG-13 - Teens 13 or older",7.57,31941,218,"CygamesPictures","Action, Comedy, Sci-Fi"
"Dead Dead Demons Dededede Destruction","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.51,31702,95,"Production +h.","Drama, Sci-Fi"
"Synduality: Noir Part 2","TV","Mixed media",2024,"PG-13 - Teens 13 or older",7.08,19691,74,"8bit","Action, Sci-Fi"
"Kizumonogatari: Koyomi Vamp","Movie","Light novel",2024,"R - 17+ (violence & profanity)",7.91,18678,93,"Shaft","Action, Mystery, Supernatural"
"Oomuro-ke: Dear Sisters","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.81,16326,73,"Passione, Studio Lings","Comedy, Girls Love"
"Meiji Gekken: 1874","TV","Original",2024,"R - 17+ (violence & profanity)",6.33,14753,43,"Tsumugi Akita Animation Lab","Action"
"Ya Boy Kongming! Road to Summer Sonia","Movie","Web manga",2024,"PG-13 - Teens 13 or older",7.09,14552,20,"P.A. Works","Comedy"
"Mobile Suit Gundam SEED Freedom","Movie","Original",2024,"R - 17+ (violence & profanity)",7.59,14030,125,"Sunrise","Action, Drama, Sci-Fi"
"The Fire Hunter Season 2","TV","Light novel",2024,"PG-13 - Teens 13 or older",5.88,12965,10,"Signal.MD","Adventure, Drama, Fantasy"
"Delusional Monthly Magazine","TV","Original",2024,"PG-13 - Teens 13 or older",5.41,11455,10,"OLM","Comedy, Fantasy, Mystery"
"Snack Basue","TV","Manga",2024,"PG-13 - Teens 13 or older",6.49,9741,17,"Studio PuYUKAI","Comedy"
"Wonderful Precure!","TV","Original",2024,"G - All Ages",7.58,7870,94,"Toei Animation","Action"
"Theatre of Darkness: Yamishibai 12","TV","Original",2024,"PG-13 - Teens 13 or older",5.85,6053,17,"ILCA, ILCASHIPS","Avant Garde, Horror, Supernatural"
"Chou Futsuu Ken Chiba Densetsu","TV","Original",2024,"PG-13 - Teens 13 or older",5.13,5520,10,"Super Normal Studio","Comedy, Fantasy"
"Cardfight!! Vanguard Divinez","TV","Original",2024,"PG-13 - Teens 13 or older",7.03,3864,18,"Kinema Citrus, GIFTanimation, Studio Jemi","Action"
"Detective Conan vs. Kid the Phantom Thief","Movie","Manga",2024,"PG-13 - Teens 13 or older",6.92,3801,9,"TMS Entertainment","Adventure, Comedy, Mystery"
"Doraemon Movie 43: Nobita no Chikyuu Symphony","Movie","Manga",2024,"PG - Children",7.21,1838,10,"Shin-Ei Animation","Adventure, Comedy, Sci-Fi"
"Demon Slayer: Kimetsu no Yaiba Hashira Training Arc","TV","Manga",2024,"R - 17+ (violence & profanity)",8.11,600090,4597,"ufotable","Action, Supernatural"
"Kaiju No. 8","TV","Manga",2024,"PG-13 - Teens 13 or older",8.29,560181,5515,"Production I.G","Action, Fantasy, Sci-Fi"
"KonoSuba: God's Blessing on This Wonderful World! 3","TV","Light novel",2024,"PG-13 - Teens 13 or older",8.36,479512,5361,"Drive","Adventure, Comedy, Fantasy"
"Mushoku Tensei: Jobless Reincarnation Season 2 Part 2","TV","Light novel",2024,"R - 17+ (violence & profanity)",8.43,473145,4061,"Studio Bind","Adventure, Drama, Fantasy, Ecchi"
"That Time I Got Reincarnated as a Slime Season 3","TV","Manga",2024,"PG-13 - Teens 13 or older",7.68,405381,4226,"8bit","Action, Comedy, Fantasy"
"My Hero Academia Season 7","TV","Manga",2024,"PG-13 - Teens 13 or older",8.07,366137,2690,"Bones","Action"
"Wind Breaker","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.74,353734,2785,"CloverWorks","Action"
"Spice and Wolf: Merchant Meets the Wise Wolf","TV","Light novel",2024,"PG-13 - Teens 13 or older",8.11,229904,1860,"Passione","Adventure, Drama, Romance, Supernatural"
"I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.44,205542,1011,"Tsumugi Akita Animation Lab","Adventure, Fantasy"
"Chillin' in Another World with Level 2 Super Cheat Powers","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.82,203297,872,"J.C.Staff","Adventure, Fantasy, Romance"
"The Misfit of Demon King Academy II Part 2","TV","Light novel",2024,"R - 17+ (violence & profanity)",6.44,182037,821,"SILVER LINK.","Action, Fantasy"
"An Archdemon's Dilemma: How to Love Your Elf Bride","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.29,174281,687,"Brain's Base","Action, Fantasy, Romance"
"Go! Go! Loser Ranger!","TV","Manga",2024,"PG-13 - Teens 13 or older",7.32,165703,741,"Yostar Pictures","Action, Fantasy, Sci-Fi"
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.17,161720,391,"studio MOTHER","Adventure, Fantasy"
"Re:Monster","TV","Light novel",2024,"R - 17+ (violence & profanity)",6.56,158989,479,"Studio Deen","Action, Adventure, Fantasy"
"Look Back","Movie","Manga",2024,"PG-13 - Teens 13 or older",8.66,151790,2903,"Studio DURIAN","Drama"
"The Irregular at Magic High School Season 3","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.04,139799,472,"8bit","Action, Fantasy, Romance, Sci-Fi"
"Unnamed Memory","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.74,136722,621,"ENGI","Adventure, Fantasy, Romance"
"Grandpa and Grandma Turn Young Again","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.47,133605,546,"Gekkou","Comedy, Romance, Supernatural"
"Mission: Yozakura Family","TV","Manga",2024,"PG-13 - Teens 13 or older",7.55,127584,642,"SILVER LINK.","Action, Comedy"
"The New Gate","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.44,127170,373,"Yokohama Animation Laboratory, Cloud Hearts","Action, Adventure, Fantasy"
"Date A Live V","TV","Light novel",2024,"R - 17+ (violence & profanity)",7.69,124138,1320,"Geek Toys","Action, Fantasy, Romance, Sci-Fi"
"Bartender Glass of God","TV","Manga",2024,"PG-13 - Teens 13 or older",7.38,121359,486,"Liber","Drama, Gourmet"
"Jellyfish Can't Swim in the Night","TV","Original",2024,"PG-13 - Teens 13 or older",7.77,118538,911,"Doga Kobo","Drama"
"A Condition Called Love","TV","Manga",2024,"PG-13 - Teens 13 or older",6.75,118395,520,"East Fish Studio","Romance"
"Girls Band Cry","TV","Original",2024,"PG-13 - Teens 13 or older",8.38,105615,2346,"Toei Animation","Drama"
"Mysterious Disappearances","TV","Web manga",2024,"PG-13 - Teens 13 or older",6.77,94044,287,"Zero-G","Mystery, Supernatural, Ecchi"
"Gods' Game We Play","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.27,91375,258,"LIDENFILMS","Fantasy, Suspense"
"Black Butler: Public School Arc","TV","Manga",2024,"R - 17+ (violence & profanity)",7.86,91355,701,"CloverWorks","Action, Mystery, Supernatural"
"Laid-Back Camp Season 3","TV","Manga",2024,"PG-13 - Teens 13 or older",8.01,90943,528,"8bit","Slice of Life"
"Whisper Me a Love Song","TV","Manga",2024,"PG-13 - Teens 13 or older",6.67,88188,791,"Yokohama Animation Laboratory, Cloud Hearts","Drama, Girls Love"
"The Banished Former Hero Lives as He Pleases","TV","Light novel",2024,"PG-13 - Teens 13 or older",5.21,82592,205,"Studio Deen, Marvy Jack","Action, Adventure, Fantasy"
"Sound! Euphonium 3","TV","Novel",2024,"PG-13 - Teens 13 or older",8.72,81852,1547,"Kyoto Animation","Drama"
"Viral Hit","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.34,81540,321,"Okuruto Noboru","Action"
"The Fable","TV","Manga",2024,"R - 17+ (violence & profanity)",8.1,78158,570,"Tezuka Productions","Comedy, Suspense"
"Train to the End of the World","TV","Original",2024,"PG-13 - Teens 13 or older",7.37,77848,259,"EMT Squared","Adventure"
"Studio Apartment, Good Lighting, Angel Included","TV","Manga",2024,"PG-13 - Teens 13 or older",7.03,76310,363,"Okuruto Noboru","Comedy, Romance, Supernatural"
"Blue Lock: Episode Nagi","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.32,73297,251,"8bit","Sports"
"Blue Archive the Animation","TV","Game",2024,"PG-13 - Teens 13 or older",7.03,66642,1085,"Yostar Pictures, Studio CANDY BOX","Action, Fantasy"
"A Salad Bowl of Eccentrics","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.28,64172,165,"SynergySP, Studio Comet","Comedy, Fantasy"
"Bocchi the Rock! Movie","Movie","4-koma manga",2024,"PG-13 - Teens 13 or older",8.32,63003,436,"CloverWorks","Comedy"
"The Duke of Death and His Maid Season 3","TV","Web manga",2024,"PG-13 - Teens 13 or older",8.14,59278,249,"J.C.Staff","Comedy, Fantasy, Romance"
"The Many Sides of Voice Actor Radio","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.95,53773,171,"Connect","Comedy, Drama"
"Yatagarasu: The Raven Does Not Choose Its Master","TV","Novel",2024,"PG-13 - Teens 13 or older",8.06,49110,450,"Pierrot","Drama, Fantasy"
"Vampire Dormitory","TV","Manga",2024,"PG-13 - Teens 13 or older",6.2,47346,240,"Studio Blanc.","Romance, Supernatural"
"Oblivion Battery","TV","Manga",2024,"PG-13 - Teens 13 or older",7.51,42419,248,"MAPPA","Comedy, Sports"
"Tadaima, Okaeri","TV","Manga",2024,"PG-13 - Teens 13 or older",7.74,39882,352,"Studio Deen","Boys Love, Drama"
"My Oni Girl","Movie","Original",2024,"PG-13 - Teens 13 or older",6.84,31639,103,"Studio Colorido","Adventure, Supernatural"
"Astro Note","TV","Original",2024,"PG-13 - Teens 13 or older",6.56,31367,61,"Telecom Animation Film","Comedy, Romance, Sci-Fi"
"Tonari no Yokai-san","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.29,23165,72,"LIDENFILMS","Drama, Fantasy"
"Touken Ranbu Kai Kyoden","TV","Other",2024,"PG-13 - Teens 13 or older",6.11,13453,45,"domerica","Action, Fantasy"
"Tonbo!","TV","Manga",2024,"PG-13 - Teens 13 or older",7.11,13122,40,"OLM","Drama, Sports"
"Uma Musume: Pretty Derby - Beginning of a New Era","Movie","Game",2024,"PG-13 - Teens 13 or older",8.45,10708,112,"CygamesPictures","Sports"
"Detective Conan Movie 27","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.94,10042,59,"TMS Entertainment","Mystery"
"The iDOLM@STER Shiny Colors","TV","Game",2024,"PG-13 - Teens 13 or older",6.09,10008,54,"Polygon Pictures","Slice of Life"
"Rinkai!","TV","Mixed media",2024,"PG-13 - Teens 13 or older",5.65,9428,36,"TMS Entertainment","Sports"
"Oomuro-ke: Dear Friends","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.74,7766,12,"Passione, Studio Lings","Comedy, Girls Love"
"Kuramerukagari","Movie","Original",2024,"PG-13 - Teens 13 or older",6.27,7331,5,"Team OneOne","Mystery, Sci-Fi, Suspense"
"Shinkalion: Change the World","TV","Other",2024,"PG-13 - Teens 13 or older",5.96,7226,35,"Production I.G, Signal.MD","Action, Sci-Fi"
"Kurayukaba","Movie","Original",2024,"PG-13 - Teens 13 or older",6.46,6909,8,"Team OneOne","Mystery, Sci-Fi, Suspense"
"Nijiyon Animation 2","TV","4-koma manga",2024,"PG-13 - Teens 13 or older",6.84,6460,9,"Sunrise","Comedy"
"Gintama on Theater 2D: Ikkoku Keisei-hen","Movie","Manga",2024,"PG-13 - Teens 13 or older",7.09,4966,15,"Bandai Namco Pictures","Action, Comedy, Sci-Fi"
"Blue Lock: Episode Nagi - Additional Time!","Movie","Manga",2024,"PG-13 - Teens 13 or older",6.76,3621,8,"8bit","Slice of Life"
"Shadowverse Flame: Arc-hen","TV","Card game",2024,"PG-13 - Teens 13 or older",6.65,2455,10,"Zexcs","Fantasy"
"Uma Musume: Pretty Derby - Road to the Top (Movie)","Movie","Game",2024,"PG-13 - Teens 13 or older",7.48,2094,4,"CygamesPictures","Sports"
"Nyaaaanvy","TV","Game",2024,"G - All Ages",5.68,496,0,"Shin-Ei Animation, Lesprit","Comedy"
"[Oshi No Ko] Season 2","TV","Manga",2024,"PG-13 - Teens 13 or older",8.59,423366,5559,"Doga Kobo","Drama"
"Alya Sometimes Hides Her Feelings in Russian","TV","Light novel",2024,"PG-13 - Teens 13 or older",7.6,399392,4990,"Doga Kobo","Comedy, Romance"
"Wistoria: Wand and Sword","TV","Manga",2024,"PG-13 - Teens 13 or older",7.88,285608,1580,"Actas, Bandai Namco Pictures","Action, Adventure, Fantasy"
"Makeine: Too Many Losing Heroines!","TV","Light novel",2024,"PG-13 - Teens 13 or older",8.14,257723,2816,"A-1 Pictures","Comedy, Romance"
"Tower of God Season 2: Return of the Prince","TV","Web manga",2024,"PG-13 - Teens 13 or older",6.69,255721,1283,"The Answer Studio","Action, Adventure, Drama, Fantasy, Mystery"
"My Deer Friend Nokotan","TV","Manga",2024,"PG-13 - Teens 13 or older",7.01,242795,1622,"Wit Studio","Comedy"
"No Longer Allowed in Another World","TV","Web manga",2024,"PG-13 - Teens 13 or older",7.28,197164,780,"Atelier Pontdarc","Adventure, Comedy, Fantasy"
"Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells","TV","Light novel",2024,"PG-13 - Teens 13 or older",6.49,184915,733,"Seven Arcs","Action, Adventure, Fantasy"
